"","year","country_sector","country","sector","ecp","CO2"
"248",1990,"Cyprus (CYP) Non-profit institutions serving households P.3n","Cyprus","Non-profit institutions serving households P.3n",NA,0
"249",1990,"Cyprus (CYP) Government final consumption P.3g","Cyprus","Government final consumption P.3g",NA,0
"250",1990,"Cyprus (CYP) Gross fixed capital formation P.51","Cyprus","Gross fixed capital formation P.51",NA,0
"251",1990,"Cyprus (CYP) Changes in inventories P.52","Cyprus","Changes in inventories P.52",NA,0
"252",1990,"Cyprus (CYP) Acquisitions less disposals of valuables P.53","Cyprus","Acquisitions less disposals of valuables P.53",NA,0
"253",1990,"CSSR/Czech Republic (1990/1991) (CZE) Household final consumption P.3h","CSSR/Czech Republic (1990/1991)","Household final consumption P.3h",0,32012.4662871854
"254",1990,"CSSR/Czech Republic (1990/1991) (CZE) Non-profit institutions serving households P.3n","CSSR/Czech Republic (1990/1991)","Non-profit institutions serving households P.3n",NA,0
"255",1990,"CSSR/Czech Republic (1990/1991) (CZE) Government final consumption P.3g","CSSR/Czech Republic (1990/1991)","Government final consumption P.3g",NA,0
"256",1990,"CSSR/Czech Republic (1990/1991) (CZE) Gross fixed capital formation P.51","CSSR/Czech Republic (1990/1991)","Gross fixed capital formation P.51",NA,0
"257",1990,"CSSR/Czech Republic (1990/1991) (CZE) Changes in inventories P.52","CSSR/Czech Republic (1990/1991)","Changes in inventories P.52",NA,0
"258",1990,"CSSR/Czech Republic (1990/1991) (CZE) Acquisitions less disposals of valuables P.53","CSSR/Czech Republic (1990/1991)","Acquisitions less disposals of valuables P.53",NA,0
"259",1990,"Germany (DEU) Household final consumption P.3h","Germany","Household final consumption P.3h",0,334189.395483447
"260",1990,"Germany (DEU) Non-profit institutions serving households P.3n","Germany","Non-profit institutions serving households P.3n",NA,0
"261",1990,"Germany (DEU) Government final consumption P.3g","Germany","Government final consumption P.3g",NA,0
"262",1990,"Germany (DEU) Gross fixed capital formation P.51","Germany","Gross fixed capital formation P.51",NA,0
"263",1990,"Germany (DEU) Changes in inventories P.52","Germany","Changes in inventories P.52",NA,0
"264",1990,"Germany (DEU) Acquisitions less disposals of valuables P.53","Germany","Acquisitions less disposals of valuables P.53",NA,0
"265",1990,"Djibouti (DJI) Household final consumption P.3h","Djibouti","Household final consumption P.3h",0,419.880463213772
"266",1990,"Djibouti (DJI) Non-profit institutions serving households P.3n","Djibouti","Non-profit institutions serving households P.3n",NA,0
"267",1990,"Djibouti (DJI) Government final consumption P.3g","Djibouti","Government final consumption P.3g",NA,0
"268",1990,"Djibouti (DJI) Gross fixed capital formation P.51","Djibouti","Gross fixed capital formation P.51",NA,0
"269",1990,"Djibouti (DJI) Changes in inventories P.52","Djibouti","Changes in inventories P.52",NA,0
"270",1990,"Djibouti (DJI) Acquisitions less disposals of valuables P.53","Djibouti","Acquisitions less disposals of valuables P.53",NA,0
"271",1990,"DR Yemen (Aden) (DYE) Household final consumption P.3h","DR Yemen (Aden)","Household final consumption P.3h",NA,0
"272",1990,"DR Yemen (Aden) (DYE) Non-profit institutions serving households P.3n","DR Yemen (Aden)","Non-profit institutions serving households P.3n",NA,0
"273",1990,"DR Yemen (Aden) (DYE) Government final consumption P.3g","DR Yemen (Aden)","Government final consumption P.3g",NA,0
"274",1990,"DR Yemen (Aden) (DYE) Gross fixed capital formation P.51","DR Yemen (Aden)","Gross fixed capital formation P.51",NA,0
"275",1990,"DR Yemen (Aden) (DYE) Changes in inventories P.52","DR Yemen (Aden)","Changes in inventories P.52",NA,0
"276",1990,"DR Yemen (Aden) (DYE) Acquisitions less disposals of valuables P.53","DR Yemen (Aden)","Acquisitions less disposals of valuables P.53",NA,0
"277",1990,"Denmark (DNK) Household final consumption P.3h","Denmark","Household final consumption P.3h",0,15737.2884159233
"278",1990,"Denmark (DNK) Non-profit institutions serving households P.3n","Denmark","Non-profit institutions serving households P.3n",NA,0
"279",1990,"Denmark (DNK) Government final consumption P.3g","Denmark","Government final consumption P.3g",NA,0
"280",1990,"Denmark (DNK) Gross fixed capital formation P.51","Denmark","Gross fixed capital formation P.51",NA,0
"281",1990,"Denmark (DNK) Changes in inventories P.52","Denmark","Changes in inventories P.52",NA,0
"282",1990,"Denmark (DNK) Acquisitions less disposals of valuables P.53","Denmark","Acquisitions less disposals of valuables P.53",NA,0
"283",1990,"Dominican Republic (DOM) Household final consumption P.3h","Dominican Republic","Household final consumption P.3h",0,2003.03207849717
"284",1990,"Dominican Republic (DOM) Non-profit institutions serving households P.3n","Dominican Republic","Non-profit institutions serving households P.3n",NA,0
"285",1990,"Dominican Republic (DOM) Government final consumption P.3g","Dominican Republic","Government final consumption P.3g",NA,0
"286",1990,"Dominican Republic (DOM) Gross fixed capital formation P.51","Dominican Republic","Gross fixed capital formation P.51",NA,0
"287",1990,"Dominican Republic (DOM) Changes in inventories P.52","Dominican Republic","Changes in inventories P.52",NA,0
"288",1990,"Dominican Republic (DOM) Acquisitions less disposals of valuables P.53","Dominican Republic","Acquisitions less disposals of valuables P.53",NA,0
"289",1990,"Algeria (DZA) Household final consumption P.3h","Algeria","Household final consumption P.3h",0,15517.6842771433
"290",1990,"Algeria (DZA) Non-profit institutions serving households P.3n","Algeria","Non-profit institutions serving households P.3n",NA,0
"291",1990,"Algeria (DZA) Government final consumption P.3g","Algeria","Government final consumption P.3g",NA,0
"292",1990,"Algeria (DZA) Gross fixed capital formation P.51","Algeria","Gross fixed capital formation P.51",NA,0
"293",1990,"Algeria (DZA) Changes in inventories P.52","Algeria","Changes in inventories P.52",NA,0
"294",1990,"Algeria (DZA) Acquisitions less disposals of valuables P.53","Algeria","Acquisitions less disposals of valuables P.53",NA,0
"295",1990,"Ecuador (ECU) Household final consumption P.3h","Ecuador","Household final consumption P.3h",0,3068.3206349329
"296",1990,"Ecuador (ECU) Non-profit institutions serving households P.3n","Ecuador","Non-profit institutions serving households P.3n",NA,0
"297",1990,"Ecuador (ECU) Government final consumption P.3g","Ecuador","Government final consumption P.3g",NA,0
"298",1990,"Ecuador (ECU) Gross fixed capital formation P.51","Ecuador","Gross fixed capital formation P.51",NA,0
"299",1990,"Ecuador (ECU) Changes in inventories P.52","Ecuador","Changes in inventories P.52",NA,0
"300",1990,"Ecuador (ECU) Acquisitions less disposals of valuables P.53","Ecuador","Acquisitions less disposals of valuables P.53",NA,0
"301",1990,"Egypt (EGY) Household final consumption P.3h","Egypt","Household final consumption P.3h",0,16433.8422580109
"302",1990,"Egypt (EGY) Non-profit institutions serving households P.3n","Egypt","Non-profit institutions serving households P.3n",NA,0
"303",1990,"Egypt (EGY) Government final consumption P.3g","Egypt","Government final consumption P.3g",NA,0
"304",1990,"Egypt (EGY) Gross fixed capital formation P.51","Egypt","Gross fixed capital formation P.51",NA,0
"305",1990,"Egypt (EGY) Changes in inventories P.52","Egypt","Changes in inventories P.52",NA,0
"306",1990,"Egypt (EGY) Acquisitions less disposals of valuables P.53","Egypt","Acquisitions less disposals of valuables P.53",NA,0
"307",1990,"Eritrea (ERI) Household final consumption P.3h","Eritrea","Household final consumption P.3h",0,82.727372663464
"308",1990,"Eritrea (ERI) Non-profit institutions serving households P.3n","Eritrea","Non-profit institutions serving households P.3n",NA,0
"309",1990,"Eritrea (ERI) Government final consumption P.3g","Eritrea","Government final consumption P.3g",NA,0
"310",1990,"Eritrea (ERI) Gross fixed capital formation P.51","Eritrea","Gross fixed capital formation P.51",NA,0
"311",1990,"Eritrea (ERI) Changes in inventories P.52","Eritrea","Changes in inventories P.52",NA,0
"312",1990,"Eritrea (ERI) Acquisitions less disposals of valuables P.53","Eritrea","Acquisitions less disposals of valuables P.53",NA,0
"313",1990,"Spain (ESP) Household final consumption P.3h","Spain","Household final consumption P.3h",0,58459.6525378079
"314",1990,"Spain (ESP) Non-profit institutions serving households P.3n","Spain","Non-profit institutions serving households P.3n",NA,0
"315",1990,"Spain (ESP) Government final consumption P.3g","Spain","Government final consumption P.3g",NA,0
"316",1990,"Spain (ESP) Gross fixed capital formation P.51","Spain","Gross fixed capital formation P.51",NA,0
"317",1990,"Spain (ESP) Changes in inventories P.52","Spain","Changes in inventories P.52",NA,0
"318",1990,"Spain (ESP) Acquisitions less disposals of valuables P.53","Spain","Acquisitions less disposals of valuables P.53",NA,0
"319",1990,"Estonia (EST) Household final consumption P.3h","Estonia","Household final consumption P.3h",0,3304.27511354867
"320",1990,"Estonia (EST) Non-profit institutions serving households P.3n","Estonia","Non-profit institutions serving households P.3n",NA,0
"321",1990,"Estonia (EST) Government final consumption P.3g","Estonia","Government final consumption P.3g",NA,0
"322",1990,"Estonia (EST) Gross fixed capital formation P.51","Estonia","Gross fixed capital formation P.51",NA,0
"323",1990,"Estonia (EST) Changes in inventories P.52","Estonia","Changes in inventories P.52",NA,0
"324",1990,"Estonia (EST) Acquisitions less disposals of valuables P.53","Estonia","Acquisitions less disposals of valuables P.53",NA,0
"325",1990,"Ethiopia/DR Ethiopia (1992/1993) (ETH) Household final consumption P.3h","Ethiopia/DR Ethiopia (1992/1993)","Household final consumption P.3h",0,699.845616241081
"326",1990,"Ethiopia/DR Ethiopia (1992/1993) (ETH) Non-profit institutions serving households P.3n","Ethiopia/DR Ethiopia (1992/1993)","Non-profit institutions serving households P.3n",NA,0
"327",1990,"Ethiopia/DR Ethiopia (1992/1993) (ETH) Government final consumption P.3g","Ethiopia/DR Ethiopia (1992/1993)","Government final consumption P.3g",NA,0
"328",1990,"Ethiopia/DR Ethiopia (1992/1993) (ETH) Gross fixed capital formation P.51","Ethiopia/DR Ethiopia (1992/1993)","Gross fixed capital formation P.51",NA,0
"329",1990,"Ethiopia/DR Ethiopia (1992/1993) (ETH) Changes in inventories P.52","Ethiopia/DR Ethiopia (1992/1993)","Changes in inventories P.52",NA,0
"330",1990,"Ethiopia/DR Ethiopia (1992/1993) (ETH) Acquisitions less disposals of valuables P.53","Ethiopia/DR Ethiopia (1992/1993)","Acquisitions less disposals of valuables P.53",NA,0
"331",1990,"Finland (FIN) Household final consumption P.3h","Finland","Household final consumption P.3h",2.26214414184904,18203.0892640395
"332",1990,"Finland (FIN) Non-profit institutions serving households P.3n","Finland","Non-profit institutions serving households P.3n",NA,0
"333",1990,"Finland (FIN) Government final consumption P.3g","Finland","Government final consumption P.3g",NA,0
"334",1990,"Finland (FIN) Gross fixed capital formation P.51","Finland","Gross fixed capital formation P.51",NA,0
"335",1990,"Finland (FIN) Changes in inventories P.52","Finland","Changes in inventories P.52",NA,0
"336",1990,"Finland (FIN) Acquisitions less disposals of valuables P.53","Finland","Acquisitions less disposals of valuables P.53",NA,0
"337",1990,"France (FRA) Household final consumption P.3h","France","Household final consumption P.3h",0,186697.024453095
"338",1990,"France (FRA) Non-profit institutions serving households P.3n","France","Non-profit institutions serving households P.3n",NA,0
"339",1990,"France (FRA) Government final consumption P.3g","France","Government final consumption P.3g",NA,0
"340",1990,"France (FRA) Gross fixed capital formation P.51","France","Gross fixed capital formation P.51",NA,0
"341",1990,"France (FRA) Changes in inventories P.52","France","Changes in inventories P.52",NA,0
"342",1990,"France (FRA) Acquisitions less disposals of valuables P.53","France","Acquisitions less disposals of valuables P.53",NA,0
"343",1990,"Gabon (GAB) Household final consumption P.3h","Gabon","Household final consumption P.3h",0,250.508756340947
"344",1990,"Gabon (GAB) Non-profit institutions serving households P.3n","Gabon","Non-profit institutions serving households P.3n",NA,0
"345",1990,"Gabon (GAB) Government final consumption P.3g","Gabon","Government final consumption P.3g",NA,0
"346",1990,"Gabon (GAB) Gross fixed capital formation P.51","Gabon","Gross fixed capital formation P.51",NA,0
"347",1990,"Gabon (GAB) Changes in inventories P.52","Gabon","Changes in inventories P.52",NA,0
"348",1990,"Gabon (GAB) Acquisitions less disposals of valuables P.53","Gabon","Acquisitions less disposals of valuables P.53",NA,0
"349",1990,"United Kingdom (GBR) Household final consumption P.3h","United Kingdom","Household final consumption P.3h",0,186774.487249985
"350",1990,"United Kingdom (GBR) Non-profit institutions serving households P.3n","United Kingdom","Non-profit institutions serving households P.3n",NA,0
"351",1990,"United Kingdom (GBR) Government final consumption P.3g","United Kingdom","Government final consumption P.3g",NA,0
"352",1990,"United Kingdom (GBR) Gross fixed capital formation P.51","United Kingdom","Gross fixed capital formation P.51",NA,0
"353",1990,"United Kingdom (GBR) Changes in inventories P.52","United Kingdom","Changes in inventories P.52",NA,0
"354",1990,"United Kingdom (GBR) Acquisitions less disposals of valuables P.53","United Kingdom","Acquisitions less disposals of valuables P.53",NA,0
"355",1990,"Georgia (GEO) Household final consumption P.3h","Georgia","Household final consumption P.3h",0,7047.09276732548
